,formula,target
31229,Au7.11 Ba2 Zn1.89,1
31230,Al6 Ba7.092 Cl2 F33 K2.908,3
31231,Er2 Mo1 O6,0
31232,Dy2 Fe1 Mo1 O7,1
31233,Ag1 I1 Te1,2
31234,O6 Sb0.2 Ta1.8 Zn1,1
31235, Al1.238 Cr0.704 Fe0.304 Mg0.734 Mn0.004 Ni0.006 O4 Ti0.006,1
31236,Al1 B8 K3 O15,0
31237,Bi1.007 Se0.993,1
31238,Ca3 Fe2 Ge3 O12,0
31239,Li1 Pt7,0
31240,Ce1 Cu1.24 Sb2,2
31241,Al0.5 Fe2 Ta0.5,1
31242,B0.75 Ru3 U1,2
31243,Cr0.89 In1.78 S4,2
31244,Cu1.999 Eu1 Fe1.001 O7.36 Sr2,3
31245,Ba2 Co1 O6 Sb1,1
31246,Ba17 Dy16 O57 Pt4 Zn8,0
31247,Ag3 O4 Sb1,0
31248,Mn2 P2 Sr1,0
31249,Au1 In0.11 Sn0.89,1
31250,Rb1 Sc5 Te8,0
31251,B2 Er1 Ni7.9,2
31252,Co0.5 Ni0.5 Se2,1
31253,Lu1 Rh2 Si2,0
31254,Ca1.6 Cu6 La6.4 Ni2 O20,1
31255,Ho2.5 O6.75 Ti1.5,3
31256,As3 Yb4,0
31257,Nb1 Nd0.333 O3,2
31258,Ba2.25 Mg1 O8 Si2 Sr0.75,1
31259,C2 Au1 K1 N2,0
31260,La0.19 O3.98 Pb0.77 W1,3
31261,K1 Mo2 O8 Sm1,3
31262,Ca0.4 Cu2 Ga1 O7 Sr2 Y0.6,1
31263,Pb1 Se4 Sm2,1
31264,Ga1 Nd1 O3,0
31265,Mn1 Sb2 Sr1,0
31266,Al3 B1 Fe0.1 Mg0.9 O9 Si1,1
31267,Bi0.625 Eu0.375 O1.5,1
31268,Ca2.589 Mg0.411 O8 P2,3
31269,In0.5 Mo3 Na0.5 Se3,1
31270,Nb0.25 Ta0.25 Ti0.5,1
31271,Mn0.06 Ni0.94 O1,1
31272,Cu2.81 Ga2.05 Y1,3
31273,S2 Ti1.026,2
31274,Ba1 K4 O18 V6,0
31275,Bi1 Mg1 O5 V1,0
31276,Cd0.2 Fe1.98 Mg0.8 O4 Sm0.02,1
31277,La2 Te5,0
31278,Ba1 Co1 Fe1 Gd1 O6,1
31279,Ag0.125 Au0.875 Br3 Cs1,3
31280,In2 Mo1 O10 Te2,0
31281,B2.37 Ir1.62 Ru3.38 Ti2.63,1
31282,Co1 P1 Ti1,0
31283,Ga1 Pd2 Sm1,0
31284,Cu1 La1.58 O4 Pb0.27 Sr0.15,1
31285,Hf0.96 Zr0.04,1
31286,Ga0.3 La1 Mn0.7 O3,1
31287,La1.7 Mo2 O8.85 Pb0.3,3
31288,Ca0.33 Co0.1 La0.67 Mn0.9 O3,1
31289,Cl4 Cr0.173 Mn0.827 Rb2,1
31290,Au0.61 Li0.39,1
31291,C6 Mn20 Mo3,0
31292,O5 P1 Rb0.94 Ta0.06 Ti0.94,3
31293,K0.2 Mn1 O3 Pr0.6 Sr0.2,1
31294,Ca5.7 Ce3.3 F1 Li42.7 N59 O2 Si30,3
31295,Mo2 O12 Y5,2
31296,C0.8 Fe11 Sm1 Ti1,3
31297,Cr0.19 S4 V2.49,3
31298,B1 Fe3 O6,0
31299,Cl4 O16 Zr1,0
31300,Ca10 O25 P6,0
31301,Mg0.62 Ni1.38 O4 Si1,1
31302,Ba2 Co1 O5 Y1,0
31303,Ca1.866 Cu1 O3 Sr0.134,3
31304,Ba2 Cu1 Hg0.78 O4.21 Tl0.21,3
31305,Al1 Ge3 O8 Rb1,1
31306,Al1 O8 Rb1 Si3,1
31307,Cu0.5 La1 O3 Rh0.5,1
31308,Ge1 Ni5.45 Te2,2
31309,Fe17 Pr2,0
31310,Al8 Eu1 Mn4,0
31311,Mo6 Ni1.28 S2.28 Se5.72,3
31312,Eu0.5 La0.5 Mo6 Se8,1
31313,Ba0.8 O3 Ru1 Sr0.2,1
31314,Ba0.33 La0.67 Mn0.92 O3,3
31315,Cd20 Nd1 Ni2,0
31316,Al12 Cs9.08 Na3.52 O48 Si12,3
31317,Al1 Cu5 Yb1,1
31318,Ca1 Er0.05 Gd1.5 O16 W4 Yb0.45,3
31319,Ce0.98 Tb0.02,1
31320,Cd0.8 Ge0.87 N1.1 O0.9,3
31321,Al1.9 Fe0.1 O4 Zn1,1
31322,Dy4 Mn1 S7,1
31323,Ni0.03 O4 Si1 Zn1.97,1
31324,Cu1 O3 Te1,0
31325,F6 Na1 Rh1 Tl2,0
31326,Ba0.476 Nb2 O6 Sr0.524,3
31327,Ce0.038 F3.92 S2 Sr1 Y1.962,3
31328,As2 Cd1 Sn1,1
31329,F2 Fe1 K1 O6 P2,0
31330,C9 Co2 Fe1 O9 Se1,1
31331,Al9.83 Ce2 Mn7.17,1
31332,Ag1 In1 La1,0
31333,Ba0.92 O2.89 Ti0.9,2
31334,Ba6.28 O94 Ta35.08,2
31335,Cs10 Ge2 O9,0
31336,Co2.7 Fe0.3 V1,1
31337,In3 Tb1,0
31338,K4 P4 S24 Ta4,0
31339,Fe1 Sb1.85 Se4 Sn0.2,1
31340,Cu1 Ga3 K2 Se6,0
31341,Cu0.5 La0.5 O3.82 Sr1.5 Ti0.5,3
31342,C3 Fe17 Ho2,0
31343,Mo1 Na0.667 O4 Th0.2664 U0.0666,1
31344,Cu2.07 Se8 Ta4,2
31345,Li0.86 O4 Ti2,2
31346,Ca0.92 La0.08 Mn1 O3,1
31347,Al3 B4 Gd1 O12,0
31348,Bi4 O12 Si3,0
31349,Li0.16 O2 Ti1,2
31350,Cu1 Eu0.21 O1.94 Sr0.79,3
31351,Ca0.5 La0.4 Mn1 Nd0.1 O3,1
31352,Ga3 Hf2,0
31353,As3 Ba1 Cu1 Si2,0
31354,O8 P2 Rb3 Yb1,2
31355,In3 Na1 S5,0
31356,Dy4 O7 S3 Si2,0
31357,Al6 Cl0.74 I1.26 Na8 O24 Si6,1
31358,Bi1 Mn0.95 O3 Sc0.05,1
31359,Co3 Ga16 Ho4,0
31360,Cu9.2 Ho1.8 Sn2.8,3
31361,Cr0.1 Ni0.6 V0.3,1
31362,Re1 S1 Se1,3
31363,In26.28 Mg3.72 Rb14,1
31364,Ca2 Mn1 O6 Ti1,1
31365,Mg2.28 N4 Ta1.72,1
31366,Eu0.4 La1.6 O7 Si2,1
31367,Ba1.75 Cu3 La1.25 O6.87,3
31368,Br2 Cu5 O12 Se4,0
31369,Cl1 Dy1 S1,0
31370,Ba0.3 La0.7 Mn1 O2.5,1
31371,Bi0.936 Ca0.064 Fe1 O3,3
31372,Ni8 Sn16.33 Tb3,1
31373,Bi1 F3,0
31374,Ce1.2 Cu2 Gd0.8 O9 Sr2 Y0.5 Zn0.5,3
31375,Fe1 Ge2 O7 Tm1,0
31376,Cu4.76 Se3 Tl1,2
31377,Cl9.91 Mo6 Se1.09,1
31378,Ag4 B4 Br2 O7,0
31379,C5 I1 O5 Re1,0
31380,Cu2.935 Sb2 Tm1,2
31381,Ce0.5 La0.2 O1.75 Sm0.3,3
31382,Ag3 Yb5,0
31383,In9 Se18 Zn4.52,3
31384,Co1 La0.3 O2,2
31385,Gd1 Mn12,0
31386,Cr0.2 Mn0.8 Te1,1
31387,Ca2 Fe1.07 Mn0.93 O6,1
31388,Fe2 Ho0.25 Si2 Y0.75,1
31389,Cu0.9 La1.85 O4 Sr0.15 Zn0.1,1
31390,Pb4 Y5,0
31391,F3 Fe1 Na0.11,2
31392,Ba1 Co1.5 Nd1 Ni0.5 O5.556,3
31393,Ag3.5 Ga7.5 Lu3,1
31394,Co1.2 La1.2 O6 Ru0.8 Sr0.8,1
31395,Pr1 Rb1 S2,0
31396,Co0.25 Li1 Mn0.1 Ni0.65 O2,1
31397,Ga0.16 Hf5 Sn3,2
31398,Cu1 Eu1 Sb1,0
31399,C1 Ho2 N6 Si4,0
31400,S3.13 Ta3.28 Zr9.72,3
31401,Ce1 Os4 P12,0
31402,Co2 Eu1 Ge0.5 Si1.5,1
31403,Ga4 Nd1 Ni1,0
31404,Bi2 O6 U0.3 W0.7,1
31405,Al0.72 Ga1.28 O6 Sr3,1
31406,Hf5 Si4,0
31407,Gd3 Ni8 Si1,1
31408,Au4.15 Pr3 Sn2.85,1
31409,N2 O14 S3,0
31410,F6 Ge1 Li2,0
31411,C15 Br1 Fe3 O15 P1 W1,0
31412,La0.75 Mn1 O3 Sr0.24,1
31413,O10 Sb2 Tl10,0
31414,Eu1.2 Ni1 O4 Sr0.8,1
31415,Mn0.5 Pd1 Sn0.5,1
31416,Cu9 Na6 O32 P8,0
31417,Cr5 O12,0
31418,Ca0.7 Eu0.3 Ni5,1
31419,Sb3 Zn1 Zr5,0
31420,Ag4.511 O6 Pb2,2
31421,P2 Pd2 S6,0
31422,Fe0.67 O6 Sr1 Te1.33,1
31423,Mg6.33 Ni1,1
31424,Co1 Nd2 O6 Pt1,1
31425,Fe0.94 S1,2
31426,Al67.2 Ni28 Ti24,2
31427,Ge1 Ir1 Tm1,0
31428,Ba0.09 Nb0.56028 O3 Pb0.91 Ti0.16 Zn0.27972,1
31429,Bi0.5 O1.33 Pb0.5,3
31430,C1 Ce5 Ge3,0
31431,Cr1 O10 Si4 Sr1,0
31432,Ga1 Ho3 Ni1,0
31433,B0.45 Pd2.99 Yb1,2
31434,K2 Pt1 S15,0
31435,Na10.8 P1 S11.6 Sn1.9,2
31436,Ce0.5 La0.5 Ni5,1
31437,Ce1 In1.33 Mn0.67,1
31438,As1 Co2 La1 N1,0
31439,Ni1.63 Sn2.19 Zn1.31,3
31440,Ag0.22 Ba0.18 S1.33 Sn0.36 Sr0.32,3
31441,Co1.7 Ga0.3 O5 Sr2,3
31442,Bi0.6 Ca0.4 Fe1 O3,3
31443,O4 Sm0.5 V1 Y0.5,1
31444,O5 Rb0.48 V2,2
31445,C2 Ce1,0
31446,Li0.38 O3 Pr0.54 Ti1,3
31447,Fe0.1 La0.12 O3 Pb0.88 Ti0.9,3
31448,Mo1.83 O9.25 Te0.88 V1.17,3
31449,Ba3 Ce1 O9 Ru2,0
31450,In1.58 O3 Sb0.14 Zn0.28,1
31451,Cl6 Na0.74 Sm1.75,3
31452,Pd1 Tl1 Yb1,0
31453,Bi0.4 Mn4 Nd1.6 O10,1
31454,B4 Ce1 Ir2 Os2,1
31455,Ca2 Cu1 In3,1
31456,Ca1 Fe1 O6 Si2,1
31457,Gd1 O7 Sb1 Sc1 Y1,1
31458,Eu0.075 O2 Sn0.925,1
31459,F6 K1.4 Mn1 Rb0.6,1
31460,As2.74 V5,2
31461,Ge6 Tb2 Zn0.56,2
31462,Pd0.4 Ru0.6 Se2,1
31463,Ba6 Ge21 In4,1
31464,Li1.14 Mn1.86 O4,2
31465,Ba3 N8 O6 P6,0
31466,Ag0.01 Cd0.995 O1,1
31467,Cr13 Ga13,0
31468,Al40.32 Fe29.12 Ti50.56,1
31469,Cd0.11 O4 W1 Zn0.89,1
31470,Fe0.75 Na0.75 O4 Ti1.25,3
31471,Fe0.23 In1 O2 Ti0.73,3
31472,Al0.408 Ca2 Fe1.592 O5,1
31473,Ca1 Gd4 O7,1
31474,Ca0.02 Fe0.98 Mg0.98 Mn0.02 O4 Si1,1
31475,Fe0.4 Si1.6 Sm1,1
31476,Ba1 Mo4 Nd2 O16,0
31477,Au1 In0.32 Sn0.68,1
31478,Cu1 La2 S4,0
31479,La1 Mn0.1 Ni0.9 O4 Sr1,1
31480,Cs1 Ge1 Nd1 S4,2
31481,Dy0.11 La0.89,1
31482,Ba2 La0.34 Nb5 O15,2
31483,Ge13 Ir4 Tm3,0
31484,Bi2 Ca1 O4,0
31485,Al2 Dy0.4 Ho0.6,1
31486,Ba0.36 Nb2 O6 Sr0.64,3
31487,N1 Nb1 O2 Sr1,1
31488,Nb2.462 O11.693 Sr5.538,3
31489,Fe1 Li0.11 Na0.89 O6 Si2,1
31490,Bi1 Cd1 I1 O11 S2,0
31491,Ag0.5 La0.5 Mo1 O4,1
31492,As1 Na1 O2,0
31493,Ag3.88 Pb0.12,1
31494,Ba1.5 Er1 Mo1 O6 Sr0.5,1
31495,Ce4 Ni3.2 Pt0.8,1
31496,Cr2 O6 Te1,0
31497,Ge3.23 O112 Si52.77,3
31498,Al0.5 Cu0.5 Mn0.5 Pd0.5,1
31499,Al1 Cu0.5 Ni0.5 Pr1,1
31500,Rh2 Si2 Tb1,0
31501,Fe0.5 Mn0.5 Sn2,1
31502,Ca0.285 Er0.715 F2.715,3
31503,Cu0.933 In1 Se2,2
31504,Au0.47 Pd0.54 Sn1,3
31505,O4 Sn0.56 Ti0.14 Zn2 Zr0.3,1
31506,Ba1.6 Cu3 O6.49 Sm1.4,3
31507,Cu8 La2 O15.96 Sr6,3
31508,F2.334 Pb0.833 Zr0.167,3
31509,Cs1.26 Mg0.63 O16 Sn7.37,3
31510,F4 O1 Rb2 V1,3
31511,Al0.337 Cr1.584 Fe0.799 Mg0.2374 Mn0.014 O4 Ti0.027,1
31512,La1 Mn0.7 O3 Ru0.3,1
31513,As2 Cl1 Nd5 O10,0
31514,Ba3 Co2 O7.5 Y1,0
31515,Ca0.6 Co1.4 O6 Si2,3
31516,Cd0.6 Mn0.4 O1,1
31517,Ba2 Ca2.96 Cu4 O11 Tl0.996,2
31518,C3 Cd1 Cl4 N2,3
31519,Sb3.6 Sm1 Sn0.4 Ti3,1
31520,In23 Pt12 Tb6,0
31521,As3.5 Pb6.5 S11.75,1
31522,Fe1.13 Ni1.87 S4,1
31523,C0.33 Os0.5 W0.5,3
31524,Nd3 Ni8 Sn16.33,1
31525,Hg3 Se4 Tl2,0
31526,Ce1 Ge1 Ru2 Si1,1
31527,Cl1 S6 Si1 Sm3,1
31528,Ho0.07 O0.63 Zn0.52,3
31529,S4 Sc2 Zn1,0
31530,Al0.38 N1.62 O1.38 Si1.62,1
31531,Al1 Co2 Zr1,0
31532,Li0.8 Nb0.96 Ni0.2 O3,3
31533,Bi1 Ho1,0
31534,C2 La2 Mn17,2
31535,Ca1 Hg1.68 In0.32,1
31536,Cl6 Cs2 Ta1,0
31537,Ce2 K3 N9 O27,0
31538,Ca3 O18 Si6 Yb2,1
31539,Cs2 In2 Sb3,0
31540,Gd1 Ge1 Ru1,0
31541,Sc2 Sr1 Te4,0
31542,Ba0.988 F0.025 In0.5 O2.725 Zr0.5,3
31543,As1 Ba2 Br1 Se3,0
31544,Al1.333 Te2,2
31545,Co1 P1,0
31546,Co1 Na0.32 O2,2
31547,Mo0.986 O4 Sr0.944 Tb0.038,3
31548,Gd1 P1,0
31549,Ba1 In1 La1 O4,1
31550,La0.1 O3.96 Pb0.88 W1,3
31551,Ga22.13 Li11.33 Zn2.66,3
31552,Ba2 Cu2.85 Fe0.15 La1 O6.87,3
31553,Ca1 Ce0.7 Nb1 O6.55 Ti1,3
31554,La0.96 O3 Sc1 Sr0.04,1
31555,Au7.16 Ca3 Ge3.84,1
31556,Gd0.15 La3 Li5.3 O12 Ta1.85,3
31557,O4 Rb1 Tc1,0
31558,Co1.01 Fe1.96 Ni0.03 O4,1
31559,Bi0.1 In1.9 O6 Te1,1
31560,La1 Mn2 O5 Sr1,1
31561,Fe8.79 Ni0.118 S10,3
31562,Fe1 Se0.1 Te0.9,1
31563,Ce1 O14 P5,0
31564,B1 Fe10.99 Mn3.01 Pr2,1
31565,K0.3 O3 V0.15 W0.85,3
31566,Mn27.772 Ti9.228,1
31567,Cu1.0908 Sn0.909,1
31568,Ag1 Al4 In1 Se8,1
31569,Al0.04 O4.98 Si0.96 Sr3,3
31570,C1 Gd1 Rh3,0
31571,Fe1 Nd0.4 O2.94 Sr0.6,3
31572,K1 Na1 Nb1 O5 Pr1,0
31573,Ba2 Ca0.4 Cu2 Hg2 O7.76 Y0.6,3
31574,Co1 O6 V2,0
31575,Au6.14 Eu2 Ga2.86,1
31576,B1 Co7 Mn7 Y2,1
31577,B4 Er1 W1,0
31578,Al1.02 Mn0.98 Ti1,1
31579,C30 O33 Os11,0
31580,Ba0.98 O3 U1,2
31581,C8.88 Al12 K2.689 Na8.996 O65.76 Si12,3
31582,Ce0.4 Si1 Th0.6,1
31583,Ba1 Ga0.11 Si0.89,1
31584,Np1 Os2 Si2,0
31585,Au1 Ni3 Si6,0
31586,Al3.84 Fe5.2 Ni2.8 Ti4.16,1
31587,F6 Fe1 Li1 Mg1,1
31588,Ba5.25 Pb1.75 S13 Sn3,1
31589,As0.5 In1 Se0.5,1
31590,Li1 Mn0.1 Ni0.9 O2,1
31591,Bi1 O14 P4 Pb1 Rb3,2
31592,In0.4 Na1 O6 Sc0.6 Si2,1
31593,As12 Pr1 Ru4,0
31594,Ce1 Rh1 Sn1,0
31595,Pd0.9 Rh0.1,1
31596,In2 Mn1 Ni1 O6,0
31597,La0.667 Mn1 O3 Sr0.333,1
31598,La0.57 Mn0.85 Nd0.1 O3 Pb0.33 Ti0.15,1
31599,C2 Ce0.75 Lu0.25,3
31600,Ca1 Ga1,0
31601,Fe0.8 Ru1.2 Y1,1
31602,Br12 Cs3.9 Mo6 Se2,3
31603,Ir2 Os1 Sn7,1
31604,Ga0.8 In0.2 Se1,1
31605,Cu0.54 In1.15 Se2,3
31606,Ge1.5 Ir1 Te1.5,1
31607,Ce0.5 Cu2 Fe1 O9.28 Sr2 Y1.5,3
31608,B2.81 Ni4,2
31609,Nd1 Zn5,0
31610,B1 Cs0.65 K0.28 O5.96 Si2,3
31611,Se2 V1.13,2
31612,Ho3 In3.61 Rh2.39,1
31613,Cr4.25 Si3 Ti0.75,1
31614,Na16 Sn13.46 Zn13.54,1
31615,Cr2 K0.16 Li2.5 Na0.34 O12 P3,3
31616,C1 Cd0.9 Mg0.1 O3,1
31617,B2 Fe1 Rh5 Sc2,0
31618,Bi0.5 Cu0.025 Sb1.475 Te3,1
31619,Ba1 O3 W0.333 Y0.667,1
31620,Ge13 Os4 Tb3,0
31621,Ba1.5 Ca0.5 Cu3 La1 O6.96,3
31622,Cr0.5 Nb0.5 O3 Sr1,1
31623,Fe2 Ti0.5 Zr0.5,1
31624,Al0.61 Mn1.39 Ti1,1
31625,B0.71 Nb5 Si3,2
31626,La0.7 Os2 Th0.3,1
31627,Al1 Ge1 O5 Y1,0
31628,Fe1 O9.5 Si4,0
31629,Ce1.2 Cu2.6 O8.94 Sr2 Y1.2,3
31630,B6 Gd0.5 Sm0.5,1
31631,Al2 Na7 O32 P9 V2,1
31632,Ge1 Li1 Pr3 S7,0
31633,Au4 In2 Rb1,0
31634,Ag2 O10 U1 W2,0
31635,Co33.72 Sm2.58 Zr1.56,3
31636,Ba3 In1 La1 O12 W2,1
31637,Cl36 Co4 Y20,0
31638,C6 Cs2 Li1 Mn1 N6,0
31639,I7 Nb3 Te1,0
31640,Al2.25 Sn5.75 Sr9,1
31641,Hf0.012 O4 Si1 Zr0.988,1
31642,Na2.08 O9 Ti4,2
31643,Rh2 Si2 U1,0
31644,Fe10 Ge13 Ti6,1
31645,Co0.885 Fe0.115 La1 O3,1
31646,Ni5 Si3 Tb1,0
31647,Gd5 Rh3,0
31648,Al1 Lu2 Si2,0
31649,Ce3.66 Ge4 Y0.86,3
31650,Al8.165 Mo1 Ni1.835,3
31651,Er1 Mo6 Se8,0
31652,Cu3 O1 Ti3,0
31653,Cu1 Nd2 O4,0
31654,In1 Lu13 Ni6,0
31655,Ca1 Cr1 O3,0
31656,Ca3 Co2 O6,0
31657,Ca0.9 Cu2 Nd0.1 O7 Pb0.5 Sr2 Tl0.5,1
31658,B1 Co0.05 Li1 O3 Zn0.95,3
31659,Er0.5 Te2 U0.5,1
31660,Fe0.1 La0.8 Mn0.9 O3 Sr0.2,1
31661,Ce0.956 Eu0.044,1
31662,Br1.8 Mo1 O8 Pb6.3,3
31663,Ca1 O5 Si1 Ti1,0
31664,K0.08 Mn1 O3 Pr0.92,1
31665,Cr6 Ge6 Y1,0
31666,Nd1 Sn3,0
31667,Ga7.24 Na7.36 Se24 Sn4.78,3
31668,Na23 P33 Si19,0
31669,Ba1 Gd2 O5 Pt1,0
31670,Ba0.818 F2.182 Lu0.182,3
31671,Bi2 Cu0.0325 Mg0.0325 Ni0.0325 O5.279 V0.87 Zn0.0325,3
31672,Eu1 S2 Sr1,1
31673,F7 O4 Y5,1
31674,As9 Ca5 Fe4.35 Pt2.65,1
31675,Al1 Hf1 Rh1,1
31676,Bi0.05 In0.05 O3 Pb0.95 Ti0.95,1
31677,Ba1 Pd1 Sb2,0
31678,Ba4 Mg1 O30 Ta10,2
31679,Bi1 I1 S1,0
31680,In0.97 Ir1 Mg2.03,1
31681,Al1 Mn1 Pu1,1
31682,Ba2 Ga1 Se5 Tb1,0
31683,Cs23 Mn16 O28,0
31684,Co0.202 Li0.99 Ni0.808 O2,1
31685,Ca0.1 Fe0.025 Mn0.975 O3 Pr0.6 Sr0.3,1
31686,Al1.167 Li2.833 O4 Sr0.833,3
31687,Ce2 Co16 V1,1
31688,Mo0.181 Pd0.819,1
31689,As1 Fe1 Nd1 O0.92,2
31690,Ba1 Sc2 Te4,0
31691,Al1.26 Ca0.25 Na0.75 O8 Si2.74,1
31692,La1 Mn1 O1 Sb1,0
31693,Br15 Cs2 La1 O3 Ta6,0
31694,Al1.5 Ni0.5 Ti1,1
31695,Co0.133 La1 Mo0.2 Ni0.667 O3,1
31696,Al0.4 Cr1.6 O4 Zn1,1
31697,Fe2 Ho0.5 Tb0.5,1
31698,In0.8 Se2 Tl1.2,1
31699,Cl2 Mn3 O8 Sr4,0
31700,Al1.75 Ca0.75 Na0.25 O8 Si2.25,3
31701,Er2 Sn5,0
31702,Ge5 O14 Tl8,0
31703,Ce1 Co1 Sb3,0
31704,Co0.5 Cu1 S4 Ti1.5,1
31705,Co2.5 Gd1 Ni2.5,1
31706,Mn1 Pd2 Sb0.5 Sn0.5,1
31707,Cr5 Rb0.619 Te8,2
31708,La1 Pd1 Sb2,0
31709,In0.72 K0.72 O2 Sn0.28,3
31710,Al0.015 Fe0.985 O3 Tb1,1
31711, Al1.141 Cr0.783 Fe0.304 Mg0.756 Mn0.004 Ni0.005 O4 Si0.002 Ti0.005,1
31712,Al3 Ba3 Li7 O11,1
31713,Ba1 Fe2 S4,2
31714,Ce1 Dy1 S3,0
31715,O1 Sb0.018 Zn0.982,1
31716,Ce1 Pb1 S8 Si2 Y1,3
31717,F2 Nb4 O12 Pb3,1
31718,Ca0.96 Mn4 O13 Sr6.04,1
31719,Co1 K2 N6 O12 Pb1,0
31720,Ca8.13 In1 O28 P7 Pb0.87,1
31721,Cl3 La5 S9 Sb2,0
31722,Ca1.06 O4 U0.94,1
31723,Co0.5 Eu1 Mn0.5 O3,1
31724,Ge6 Pt4 Y3,0
31725,Dy3 Fe1 Ga1 S7,0
31726,Li0.5 Te2 Ti1,2
31727,Ba0.5 Co1 O2.5 Sr0.5,3
31728,La1 Na5 O16 W4,0
31729,Al1.05 Cu9.93 Y1,3
31730,Cu2 Er1,0
31731,C1 Dy2 Fe17 N1,3
31732,Ag3 Au3 S6 Sb7 Tl1,0
31733,Nb1.92 O6.58 Pb0.82 Sn0.88,3
31734,Ba0.07 F2.93 La0.93,3
31735,Ga1 Pb3 Zr5,0
31736,Cu2 Fe1 O6.84 Sr2 Y1,2
31737,Ba1 F1 I2 O8 V1,0
31738,Bi1 Mg63 Si32,0
31739,Ge1.4 Nd1 Ni0.6,1
31740,Ba3 O20 Si4 Te1 Zn6,0
31741,Fe0.16 Mn1.84 O4 Ti1,1
31742,Cl6 Hf1 Hg3 Se2,0
31743,Ca1 Cu2 P2,0
31744,S28 Sn12,0
31745,Cd24.94 Rb16 Sb36,2
31746,Cd0.1 Se0.1 Sn0.9 Te0.9,1
31747,K3 Ni2.5 O17.5 P5 Sr1,2
31748,C5 Ba12 Cl2 O33 Si6,0
31749,Cr1 Cs1 F1 O3,1
31750,Lu1 Mn1 Si1,0
31751,Fe0.49 Mn0.49 Na0.66 O2,3
31752,Dy2.666 S3.999,2
31753,B6 Co6 Fe6 La1,1
31754,Cu0.25 Pr1 Sn1.25,3
31755,C4 Ag1 B1 N4,0
31756,Al6 Cl1.86 Na7.84 O24 Si6,2
31757,O9 Sc2 Se3,0
31758,Hg2 O3 Se1,0
31759,Al4.53 Cu6.33 Ga1.97 La1,3
31760,Cl12 Eu1.436 Na3.07 Ti2,3
31761,Fe0.061 Mg0.939 O3 Si1,1
31762,Cu0.4 In0.4 S1 Zn0.2,1
31763,Pt4 Sm3,0
31764,Al4.44 Fe12.56 Nd2,1
31765,Eu1 Ga2.06 Mg1.94,1
31766,Co1 Pr3,0
31767,Ba0.25 Bi0.75 Fe0.75 O3 Ti0.25,1
31768,Co0.5 Cu1.5 Ge2 U1,1
31769,Co2 Ga7 Mg3,0
31770,Cr1 Eu1 O3,0
31771,Co0.8 Cr2 Cu0.2 Se4,1
31772,Ba2 O6 Ru1.15 Sc0.85,1
31773,Al3 Na7 O8,0
31774,Mg5 Na1 O30 Rb1 Si12,2
31775,In0.21 O3 W1,2
31776,I10 K1 Os1 Pr6,0
31777,Cs1 Mo2 O8 Y1,0
31778,La2.85 Li6.486 Mo0.4 O12 Sr0.15 Zr1.6,3
31779,Bi1.65 In0.35 Se3,1
31780,C1 Pu0.52 Ta0.48,1
31781,Al51.84 Na20.48 O384 Rb27.84 Si140.16,3
31782,Cu0.85 Ga0.15,1
31783,K3 Nb1 O9 P2,0
31784,B2 Ba0.265 Cu2 O6 Sr0.735,1
31785,La4 Pb1 Sb2,1
31786,In1.5 Li2 Nb0.5 O12 P3,3
31787,Co8.5 Fe0.5 Nd1 Si4,1
31788,Fe1 Li2 S0.6 Se1.4,1
31789,Cl3 U1,0
31790,Er1 Ge1 Mn1,1
31791,Co1 Sb2.847 Se0.0183 Te0.035,3
31792,Sb1 Se2 Tl1,1
31793,Ca5.45 Li0.3 O28 P7 Sr4.9,3
31794,Mg2 Si20 Sr13,0
31795,Ga2 Pb1 Se6 Si1,1
31796,Co30 P19 Tm6,0
31797,Ba0.33 La0.34 Mn1 O2.971 Pr0.33,3
31798,Ca3.7 Ir1 Ni0.3 O6,1
31799,Ca5 Ge6 Pd6,0
31800,Co0.1 Li0.96 Mn0.1 Ni0.81 O2,3
31801,Ba3 Br1 In1 Se4,0
31802,Ca5 Pb3,0
31803,Cm1 S2,0
31804,Ca5 I2 O12,0
31805,La3 Li5.9 O12 Sm0.45 Ta1.55,3
31806,Ga1 Li1 O4 Si1,0
31807,Ce1 In5 Rh1,0
31808,La2 O5 Ti1,0
31809,Cl10 S4 Se2 W2,0
31810,Be13 Mg1,0
31811,Mn3 O8 V2,2
31812,Au0.64 Ca1 Si1.36,1
31813,Ca0.1 La1.9 Ni1 O4.11,1
31814,Er2.2 O6.9 Ti1.8,3
31815,Nb4 Pd0.5 Sb2 Si1,2
31816,Eu2 Si1,0
31817,Ag3 N5 O6,0
31818,Al2.799 Fe1 Ge2.118,1
31819,Gd0.3 Mn1 O3 Sr0.7,1
31820,Cu0.13 P3 Ti4.87,1
31821,Ir1 Sb1 Y1,0
31822,Al6 O16 Sr4 W1,0
31823,Sb1 Sc1 Tb1,2
31824,Al1 La2 Ni1.24 Ru0.76,1
31825,Fe1 Ho6 Sb2,0
31826,Dy1 Fe6 Ga6,1
31827,Cr2 Na3 O12 P3,2
31828,Dy0.15 Fe1 Mo1 O6 Sr1.85,1
31829,Al10 Mn0.42 Ru1.58 Yb1,1
31830,Bi1.9 Cu0.2 Mn1.8,3
31831,Ca0.956 Fe0.046 Mg0.998 O6 Si2,1
31832,In1 Pd2 Pr2,0
31833,Al0.125 Mg1 Mn1.875 O4,1
31834,Eu1 Se4 Sm2,1
31835,B6 O15 Pb6,0
31836,Fe1 Mo6 Se8,2
